,Unnamed: 0,time,lat,lon,max,Mpf,Dep,flag,MwAsg,cutlat,cutlon,cellNo,label
6204,6204,2018-09-10 21:35:00,54.332,-117.524,2.27,2.27,2.84,1,2.3,52,47,5247,0.0
6205,6206,2018-09-11 14:50:00,54.403,-117.487,1.99,1.99,3.3,1,2.0,52,47,5247,0.0
6208,6209,2018-09-11 22:38:00,54.401,-117.483,2.07,2.07,3.36,1,2.1,52,47,5247,0.0
6210,6214,2018-09-17 03:09:00,54.397,-117.483,2.26,2.26,3.5,1,2.3,52,47,5247,0.0
6214,6225,2018-09-25 01:09:00,54.4,-117.479,2.54,2.54,3.5,1,2.5,52,47,5247,0.0
6215,6226,2018-09-25 04:27:00,54.395,-117.564,2.22,2.22,6.36,1,2.2,52,46,5246,0.0
6216,6229,2018-09-26 14:23:00,54.32100000000001,-117.473,2.11,2.11,7.03,1,2.1,52,47,5247,0.0
6218,6237,2018-09-29 11:21:00,54.37600000000001,-117.469,1.76,1.76,1.53,1,1.8,52,47,5247,0.0
6219,6238,2018-09-29 14:33:00,54.389,-117.739,2.0,2.0,1.68,1,2.0,52,45,5245,0.0
6221,6242,2018-09-30 13:55:00,54.33600000000001,-117.471,2.12,2.12,1.89,1,2.1,52,47,5247,0.0
6222,6250,2018-10-03 17:31:00,54.385,-117.501,2.27,2.27,4.08,1,2.3,52,47,5247,0.0
6223,6252,2018-10-04 16:55:00,54.39100000000001,-117.487,2.3,2.3,3.5,1,2.3,52,47,5247,0.0
6224,6257,2018-10-05 03:30:00,54.396,-117.474,2.55,2.55,3.06,1,2.6,52,47,5247,0.0
6225,6258,2018-10-05 05:10:00,54.415,-117.487,2.64,2.64,7.0,1,2.6,53,47,5347,0.0
6227,6260,2018-10-05 22:17:00,54.368,-117.38,2.17,2.17,6.91,1,2.2,52,48,5248,0.0
6228,6261,2018-10-06 00:22:00,54.383,-117.467,2.22,2.22,6.96,1,2.2,52,47,5247,0.0
6229,6265,2018-10-06 19:36:00,54.386,-117.536,2.24,2.24,1.54,1,2.2,52,47,5247,0.0
6230,6266,2018-10-07 05:23:00,54.447,-117.517,2.27,2.27,9.16,1,2.3,53,47,5347,0.0
6231,6267,2018-10-07 06:02:00,54.418,-117.49,1.9,1.9,7.74,1,1.9,53,47,5347,0.0
6232,6273,2018-10-08 02:34:00,54.389,-117.477,2.0,2.0,0.51,1,2.0,52,47,5247,0.0
6233,6276,2018-10-08 06:56:00,54.394,-117.585,2.05,2.05,1.73,1,2.1,52,46,5246,0.0
6234,6278,2018-10-08 11:52:00,54.371,-117.311,1.62,1.62,4.91,1,1.6,52,48,5248,0.0
6236,6283,2018-10-08 22:23:00,54.389,-117.499,2.07,2.07,7.01,1,2.1,52,47,5247,0.0
6241,6292,2018-10-11 07:40:00,54.413,-117.505,2.43,2.43,7.01,1,2.4,53,47,5347,0.0
6242,6294,2018-10-12 10:07:00,54.349,-117.249,1.85,1.85,5.35,1,1.9,52,49,5249,0.0
6243,6296,2018-10-12 15:11:00,54.326,-117.51,2.02,2.02,2.35,1,2.0,52,47,5247,0.0
6244,6297,2018-10-12 17:11:00,54.35,-117.335,2.21,2.21,8.72,1,2.2,52,48,5248,0.0
6245,6298,2018-10-12 19:07:00,54.217,-117.191,2.02,2.02,3.01,1,2.0,51,49,5149,0.0
6246,6300,2018-10-13 11:50:00,54.358,-117.292,2.36,2.36,7.08,1,2.4,52,48,5248,0.0
6247,6303,2018-10-14 05:34:00,54.363,-117.281,1.8,1.8,4.37,1,1.8,52,49,5249,0.0
6248,6304,2018-10-14 05:44:00,54.465,-117.952,2.11,2.11,6.41,1,2.1,53,44,5344,0.0
6250,6311,2018-10-16 10:47:00,54.395,-117.395,1.9,1.9,6.99,1,1.9,52,48,5248,0.0
6254,6354,2018-11-03 07:56:00,54.377,-117.871,1.74,1.74,6.99,1,1.7,52,44,5244,0.0
6259,6380,2018-11-18 11:22:00,54.319,-117.436,2.63,2.63,6.66,1,2.6,52,47,5247,0.0
6268,6422,2018-12-13 05:40:00,54.31800000000001,-117.586,2.07,2.07,3.09,1,2.1,52,46,5246,0.0
6269,6423,2018-12-13 13:23:00,54.333,-117.624,2.52,2.52,2.19,1,2.5,52,46,5246,0.0
6270,6424,2018-12-13 17:12:00,54.345,-117.752,2.0,2.0,2.37,1,2.0,52,45,5245,0.0
6275,6437,2018-12-19 02:46:00,54.483,-118.113,1.91,1.91,4.53,1,1.9,53,42,5342,0.0
6277,6456,2018-12-25 06:30:00,54.396,-117.715,2.41,2.41,3.56,1,2.4,52,45,5245,0.0
6286,6477,2019-01-04 22:18:00,54.575,-117.529,1.98,1.98,6.64,1,2.0,54,47,5447,0.0
6296,6512,2019-01-12 00:59:00,54.265,-117.558,1.94,1.94,6.15,1,1.9,51,47,5147,0.0
6297,6513,2019-01-12 14:50:00,54.524,-117.45,2.06,2.06,6.97,1,2.1,53,47,5347,0.0
6299,6539,2019-01-18 08:03:00,54.268,-117.527,1.91,1.91,10.88,1,1.9,51,47,5147,0.0
6316,6653,2019-03-02 15:42:00,54.434,-117.361,2.56,2.56,0.14,1,2.6,53,48,5348,0.0
6317,6654,2019-03-02 16:07:00,54.438,-117.323,2.89,2.89,0.15,1,2.9,53,48,5348,0.0
6318,6656,2019-03-03 04:45:00,54.285,-117.545,2.05,2.05,5.23,1,2.1,51,47,5147,0.0
6328,6725,2019-03-27 22:30:00,54.377,-117.522,1.69,1.69,7.31,1,1.7,52,47,5247,0.0
6335,6751,2019-04-09 01:08:00,54.34,-117.433,2.8,2.8,3.9,1,2.8,52,47,5247,0.0
6583,3424,2015-01-07 04:50:00,54.433,-117.301,3.47,3.13,12.94,1,3.1,53,48,5348,0.0
6598,3700,2015-06-01 15:29:00,54.147,-116.895,2.81,2.27,16.54,1,2.3,50,51,5051,0.0
6605,3715,2015-06-13 23:57:00,54.148,-116.862,5.0,4.03,14.22,1,4.0,50,52,5052,0.0
6612,3812,2015-08-19 00:02:00,54.476000000000006,-117.257,3.33,3.05,16.52,1,3.0,53,49,5349,0.0
6613,3961,2015-09-14 15:12:00,54.25,-117.598,2.47,2.47,14.34,1,2.5,51,46,5146,0.0
6619,4176,2015-12-03 04:51:00,54.219,-116.915,2.9,2.56,20.0,2,2.6,51,51,5151,0.0
6630,4372,2016-03-07 18:51:00,54.44600000000001,-117.474,2.14,2.14,16.71,1,2.1,53,47,5347,0.0
6636,4449,2016-04-09 16:26:00,54.335,-117.514,2.23,2.23,22.3,2,2.2,52,47,5247,0.0
6644,4606,2016-06-30 05:31:00,54.291,-117.291,2.31,2.31,20.0,2,2.3,52,48,5248,0.0
6653,4912,2017-01-11 02:41:00,54.242,-117.585,1.89,1.89,12.66,1,1.9,51,46,5146,0.0
6655,4932,2017-01-13 20:46:00,54.184,-117.53,1.89,1.89,15.95,1,1.9,51,47,5147,0.0
6658,4949,2017-01-17 07:30:00,54.122,-117.381,1.97,1.97,13.86,1,2.0,50,48,5048,0.0
6661,4977,2017-01-26 20:27:00,54.271,-117.6,2.0,2.0,21.5,2,1.9,51,46,5146,0.0
6663,4981,2017-01-27 06:12:00,54.222,-117.607,2.1,2.1,13.22,1,2.1,51,46,5146,0.0
6685,5259,2017-07-01 21:37:00,54.404,-117.428,2.0,2.0,17.4,2,1.9,52,47,5247,0.0
6693,5353,2017-07-25 22:57:00,54.459,-117.358,2.0,2.0,20.4,1,2.0,53,48,5348,0.0
6716,5903,2018-04-19 08:40:00,54.295,-117.49,2.81,2.81,16.37,1,2.8,52,47,5247,0.0
6731,6064,2018-07-05 15:12:00,54.308,-117.713,3.0,3.0,13.11,1,3.0,52,45,5245,0.0
6766,6453,2018-12-24 18:50:00,54.44600000000001,-117.925,1.95,1.95,10.92,1,2.0,53,44,5344,0.0
