yr,mo,dy,hh,mm,ss,lat,lon,max,ML,MN,MB,MW,MS,MC,MD,MZ,Mpf,Tmpf,Dep,Dep_err,DD,flag,zf,mf,MwAsg,eventType,latGSC,lonGSC,mGSC,mtGSC,latANSS,lonANSS,mANSS,mtANSS,latAGS,lonAGS,mAGS,mtAGS,MwNMX,MwNA15,MwGSC,MwAGS,MwANSS
2017,4,18,22,9,51,53.234,-116.894,2,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,ML,0,-9.99,G,2,0,-0.06,1.9,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,18,22,10,1,52.954,-116.325,1.2,-9.99,-9.99,-9.99,1.2,-9.99,-9.99,-9.99,-9.99,1.2,MW,1.48,13.73,Z,1,0,0,1.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.2,-9.99,-9.99,-9.99,-9.99
2017,4,19,6,20,30.64,48.113,-115.454,0.77,0.77,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,0.77,ML,5.9,0.65,Z,5,0,-0.43,0.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,19,19,5,34,50.1,-114.958,2.7,2.5,-9.99,-9.99,2.7,-9.99,-9.99,-9.99,-9.99,2.7,MW,6,1.99,Z,1,0,0,2.7,2,50.109,-114.829,2.5,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.7,-9.99,-9.99,-9.99,-9.99
2017,4,19,19,7,57,56.588,-122.436,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,1,-9.99,G,2,0,-0.06,3.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,19,19,36,11,49.967,-113.921,2.9,-9.99,-9.99,-9.99,2.9,-9.99,-9.99,-9.99,-9.99,2.9,MW,7.92,1.59,Z,1,0,0,2.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.9,-9.99,-9.99,-9.99,-9.99
2017,4,19,19,36,16,50.197,-114.779,3,3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3,ML,0,-9.99,G,2,0,-0.06,2.9,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,19,20,32,48,49.959,-114.954,3,2.8,-9.99,-9.99,3,-9.99,-9.99,-9.99,-9.99,3,MW,6.21,2.77,Z,1,0,0,3,2,49.962,-114.695,2.8,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,3,-9.99,-9.99,-9.99,-9.99
2017,4,19,21,14,37.98,48.357,-116.553,1.77,1.77,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.77,ML,-2,1.08,Z,5,0,-0.43,1.3,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,19,21,17,17,49.346,-120.524,1.8,1.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.8,ML,0,-9.99,G,2,0,-0.06,1.7,2,-9.99,-9.99,-9.99,NA,49.418,-120.514,2.01,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,19,21,19,14,53.49,-114.622,1.11,1.11,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.11,ML,0.2,18.12,Z,1,0,0,1.1,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,19,23,11,30,53.043,-117.148,1.6,-9.99,-9.99,-9.99,1.6,-9.99,-9.99,-9.99,-9.99,1.6,MW,3.75,1.66,Z,1,0,0,1.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.6,-9.99,-9.99,-9.99,-9.99
2017,4,20,18,15,21,49.685,-114.86,2.66,2.66,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.66,ML,1.08,1.93,Z,1,0,0,2.7,2,49.699,-114.844,2.6,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,20,19,8,44,50.203,-114.515,2.49,2.49,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.49,ML,10.61,1.29,Z,1,0,0,2.5,2,50.024,-115.001,2.6,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,20,20,30,53,51.124,-114.912,0.59,0.59,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,0.59,ML,1.59,0.68,Z,1,0,0,0.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,20,21,23,54,53.482,-114.591,1.28,1.28,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.28,ML,0.42,12.91,Z,1,0,0,1.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,20,22,14,26,53.273,-116.996,1.1,-9.99,-9.99,-9.99,1.1,-9.99,-9.99,-9.99,-9.99,1.1,MW,1.07,2.92,Z,1,0,0,1.1,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.1,-9.99,-9.99,-9.99,-9.99
2017,4,21,7,47,9,56.571,-122.442,3,3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3,ML,5,-9.99,G,2,0,-0.06,2.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,21,17,5,42,50.123,-114.928,2.8,2.5,-9.99,-9.99,2.8,-9.99,-9.99,-9.99,-9.99,2.8,MW,6.2,1.84,Z,1,0,0,2.8,2,50.189,-114.772,2.5,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.8,-9.99,-9.99,-9.99,-9.99
2017,4,21,20,27,18,49.733,-115.005,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,0,-9.99,G,2,0,-0.06,2.3,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,21,20,27,25,50.46,-114.983,2.3,-9.99,-9.99,-9.99,2.3,-9.99,-9.99,-9.99,-9.99,2.3,MW,15.17,1.94,Z,1,0,0,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.3,-9.99,-9.99,-9.99,-9.99
2017,4,21,21,13,58,53.017,-117.146,1.6,-9.99,-9.99,-9.99,1.6,-9.99,-9.99,-9.99,-9.99,1.6,MW,2.05,1.77,Z,1,0,0,1.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.6,-9.99,-9.99,-9.99,-9.99
2017,4,21,21,24,50,50.615,-114.653,2,-9.99,-9.99,-9.99,2,-9.99,-9.99,-9.99,-9.99,2,MW,35.83,13.82,Z,1,0,0,2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2,-9.99,-9.99,-9.99,-9.99
2017,4,22,20,11,11,49.997,-114.744,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,0,-9.99,G,2,0,-0.06,2.6,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,22,20,11,22,50.53,-114.64,2.7,-9.99,-9.99,-9.99,2.7,-9.99,-9.99,-9.99,-9.99,2.7,MW,28.38,2.26,Z,1,0,0,2.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.7,-9.99,-9.99,-9.99,-9.99
2017,4,22,21,12,29,49.358,-120.549,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,0,-9.99,G,2,0,-0.06,2.3,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,22,22,7,29,50.087,-114.956,2,2,-9.99,-9.99,2,-9.99,-9.99,-9.99,-9.99,2,MW,2.87,1.94,Z,1,0,0,2,2,50.066,-114.99,2,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2,-9.99,-9.99,-9.99,-9.99
2017,4,22,22,16,0,53.255,-116.878,1.7,1.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.7,ML,0,-9.99,G,2,0,-0.06,1.6,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,23,17,18,12,53.013,-117.215,2.6,2.6,-9.99,-9.99,1.8,-9.99,-9.99,-9.99,-9.99,1.8,MW,1.86,2.85,Z,1,0,0,1.8,2,52.968,-117.212,2.6,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.8,-9.99,-9.99,-9.99,-9.99
2017,4,23,19,35,44,50.22,-114.892,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,0,-9.99,G,2,0,-0.06,2.3,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,23,19,35,53,50.761,-114.625,1.2,-9.99,-9.99,-9.99,1.2,-9.99,-9.99,-9.99,-9.99,1.2,MW,35.37,0.42,Z,1,0,0,1.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.2,-9.99,-9.99,-9.99,-9.99
2017,4,24,19,30,22,50.245,-114.623,2.8,2.8,-9.99,-9.99,2.6,-9.99,-9.99,-9.99,-9.99,2.6,MW,14.93,1.73,Z,1,0,0,2.6,2,50.187,-114.869,2.8,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.6,-9.99,-9.99,-9.99,-9.99
2017,4,24,21,13,16,49.282,-120.506,2.11,1.4,-9.99,-9.99,-9.99,-9.99,-9.99,2.11,-9.99,1.4,ML,0,-9.99,G,2,0,-0.06,1.3,2,-9.99,-9.99,-9.99,NA,49.378,-120.535,2.11,MD,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,24,22,6,16,53.485,-114.606,1.66,1.66,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.66,ML,0.1,22.55,Z,1,0,0,1.7,2,53.4,-114.679,2.6,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,24,22,28,36,50.84,-114.647,1.1,-9.99,-9.99,-9.99,1.1,-9.99,-9.99,-9.99,-9.99,1.1,MW,6.68,10.7,Z,1,0,0,1.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.1,-9.99,-9.99,-9.99,-9.99
2017,4,25,22,5,30,50.149,-114.852,2.8,2.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.8,ML,0,-9.99,*,2,0,-0.06,2.7,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,25,22,5,44,51.403,-114.431,1.5,-9.99,-9.99,-9.99,1.5,-9.99,-9.99,-9.99,-9.99,1.5,MW,7,58.03,Z,1,0,0,1.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.5,-9.99,-9.99,-9.99,-9.99
2017,4,25,22,8,16,50.161,-114.898,2.3,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,ML,0,-9.99,G,2,0,-0.06,2.2,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,25,22,8,26,50.651,-114.898,1.8,-9.99,-9.99,-9.99,1.8,-9.99,-9.99,-9.99,-9.99,1.8,MW,21.98,2.67,Z,1,0,0,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.8,-9.99,-9.99,-9.99,-9.99
2017,4,25,22,16,55,53.206,-117.141,1.48,1.48,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.48,ML,6.4,1.22,Z,1,0,0,1.5,2,53.252,-116.951,1.9,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,25,22,39,58,49.783,-114.841,2.6,2.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.6,ML,0,-9.99,G,2,0,-0.06,2.5,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,25,22,40,17,51.167,-114.146,1.7,-9.99,-9.99,-9.99,1.7,-9.99,-9.99,-9.99,-9.99,1.7,MW,31.46,11.12,Z,1,0,0,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.7,-9.99,-9.99,-9.99,-9.99
2017,4,26,19,48,31,50.214,-114.829,2.2,2.2,-9.99,-9.99,1.7,-9.99,-9.99,-9.99,-9.99,1.7,MW,10.8,2.92,Z,1,0,0,1.7,2,50.105,-114.915,2.2,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.7,-9.99,-9.99,-9.99,-9.99
2017,4,26,21,19,6,53.006,-117.194,2.8,1.8,-9.99,-9.99,2.8,-9.99,-9.99,-9.99,-9.99,2.8,MW,0.03,2.4,Z,1,0,0,2.8,2,52.996,-117.221,1.8,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.8,-9.99,-9.99,-9.99,-9.99
2017,4,26,21,29,5,49.746,-114.704,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,0,-9.99,G,2,0,-0.06,2.6,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,26,21,29,25,51.278,-114.374,1.86,1.86,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.86,ML,38.77,4.66,Z,1,0,0,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,27,18,10,1,55.372,-121.851,2.3,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,ML,5,-9.99,G,2,0,-0.06,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,27,18,10,20,55.468,-118.688,1.74,1.74,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.74,ML,19.88,2.13,Z,1,0,0,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,27,20,56,32,52.209,-115.246,1.9,1.9,-9.99,-9.99,1.4,-9.99,-9.99,-9.99,-9.99,1.4,MW,0.43,10.24,Z,1,0,0,1.4,1,52.352,-115.278,1.9,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.4,-9.99,-9.99,-9.99,-9.99
2017,4,27,21,15,47,49.335,-120.514,2.1,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,ML,0,-9.99,G,2,0,-0.06,2,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,28,2,13,39,55.067,-121.321,2.2,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,ML,1,-9.99,G,2,0,-0.06,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,28,19,36,0,50.178,-114.822,1.9,-9.99,-9.99,-9.99,1.9,-9.99,-9.99,-9.99,-9.99,1.9,MW,8.45,2.18,Z,1,0,0,1.9,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.9,-9.99,-9.99,-9.99,-9.99
2017,4,28,21,15,23,49.338,-120.507,2,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,ML,0,-9.99,G,2,0,-0.06,1.9,2,-9.99,-9.99,-9.99,NA,49.394,-120.535,2.32,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,28,23,22,19,49.951,-114.787,2.9,-9.99,-9.99,-9.99,2.9,-9.99,-9.99,-9.99,-9.99,2.9,MW,0.13,1.42,Z,1,0,0,2.9,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.9,-9.99,-9.99,-9.99,-9.99
2017,4,29,18,32,20,49.647,-114.641,2.9,2.7,-9.99,-9.99,2.9,-9.99,-9.99,-9.99,-9.99,2.9,MW,12.86,22.36,Z,1,0,0,2.9,2,49.75,-114.761,2.7,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.9,-9.99,-9.99,-9.99,-9.99
2017,4,29,19,13,31,53.275,-116.603,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,0,-9.99,G,2,0,-0.06,1.8,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,29,19,13,39,53.131,-116.76,1.6,-9.99,-9.99,-9.99,1.6,-9.99,-9.99,-9.99,-9.99,1.6,MW,3.5,12.73,Z,1,0,0,1.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.6,-9.99,-9.99,-9.99,-9.99
2017,4,29,20,13,51,50.057,-114.707,3.1,3.1,-9.99,-9.99,2.8,-9.99,-9.99,-9.99,-9.99,2.8,MW,9.97,1.24,Z,1,0,0,2.8,2,50.12,-115.037,3.1,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.8,-9.99,-9.99,-9.99,-9.99
2017,4,29,21,44,54,52.934,-117.203,2,2,-9.99,-9.99,1.5,-9.99,-9.99,-9.99,-9.99,1.5,MW,9.11,2.49,Z,1,0,0,1.5,2,52.957,-117.188,2,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.5,-9.99,-9.99,-9.99,-9.99
2017,4,29,23,40,19,49.924,-114.872,2.6,2.4,-9.99,-9.99,2.6,-9.99,-9.99,-9.99,-9.99,2.6,MW,0.04,1.98,Z,1,0,0,2.6,2,49.926,-114.832,2.4,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.6,-9.99,-9.99,-9.99,-9.99
2017,4,30,18,23,2,49.68,-114.763,2.9,-9.99,-9.99,-9.99,2.9,-9.99,-9.99,-9.99,-9.99,2.9,MW,0.2,7.41,Z,1,0,0,2.9,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.9,-9.99,-9.99,-9.99,-9.99
2017,4,30,21,13,18,49.331,-120.552,2.1,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,ML,0,-9.99,G,2,0,-0.06,2,2,-9.99,-9.99,-9.99,NA,49.377,-120.532,1.9,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,4,30,22,5,5,50.064,-114.79,3.1,3.1,-9.99,-9.99,2.9,-9.99,-9.99,-9.99,-9.99,2.9,MW,0.65,2.14,Z,1,0,0,2.9,2,50.173,-114.769,3.1,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.9,-9.99,-9.99,-9.99,-9.99
2017,5,1,19,34,32,50.704,-114.751,1.6,-9.99,-9.99,-9.99,1.6,-9.99,-9.99,-9.99,-9.99,1.6,MW,22.16,1.67,Z,1,0,0,1.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.6,-9.99,-9.99,-9.99,-9.99
2017,5,2,21,15,40,52.973,-117.239,1.3,-9.99,-9.99,-9.99,1.3,-9.99,-9.99,-9.99,-9.99,1.3,MW,0.11,4.27,Z,1,0,0,1.3,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.3,-9.99,-9.99,-9.99,-9.99
2017,5,2,21,16,54.07,49.477,-120.546,2.27,2.27,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.27,ML,-1.5,3.42,Z,5,0,-0.43,1.8,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,5,2,21,47,39,53.503,-114.662,1.25,1.25,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.25,ML,0.79,9.11,Z,1,0,0,1.3,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,5,3,12,46,30,56.295,-117.162,3,2.9,-9.99,-9.99,3,-9.99,-9.99,-9.99,-9.99,3,MW,0.02,1.91,Z,1,0,0,3,1,56.314,-117.136,2.9,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,3,-9.99,-9.99,-9.99,-9.99
2017,5,3,19,27,31,53.378,-114.407,1.38,1.38,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.38,ML,0.28,12.7,Z,1,0,0,1.4,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,5,3,21,20,52,49.36,-120.523,2.2,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,ML,0,-9.99,G,2,0,-0.06,2.1,2,-9.99,-9.99,-9.99,NA,49.47,-120.522,2.42,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,5,3,23,21,45,50.847,-115.286,1.9,-9.99,-9.99,-9.99,1.9,-9.99,-9.99,-9.99,-9.99,1.9,MW,10.7,2.27,Z,1,0,0,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.9,-9.99,-9.99,-9.99,-9.99
2017,5,4,12,31,25,52.209,-115.231,2.7,2.7,-9.99,-9.99,2.1,-9.99,-9.99,-9.99,-9.99,2.1,MW,2.68,1.15,Z,1,0,0,2.1,1,52.237,-115.205,2.7,ML,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.1,-9.99,-9.99,-9.99,-9.99
2017,5,4,20,48,10,53.506,-114.681,1.19,1.19,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.19,ML,0.46,11.46,Z,1,0,0,1.2,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,5,4,21,18,44.79,49.376,-120.596,2.12,2.12,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.12,ML,-1.5,3.02,Z,5,0,-0.43,1.7,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,5,4,21,40,15,52.966,-117.202,1.8,-9.99,-9.99,-9.99,1.8,-9.99,-9.99,-9.99,-9.99,1.8,MW,0.13,1.69,Z,1,0,0,1.8,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,1.8,-9.99,-9.99,-9.99,-9.99
2017,5,5,19,4,7,50.152,-114.844,2.6,-9.99,-9.99,-9.99,2.6,-9.99,-9.99,-9.99,-9.99,2.6,MW,4.05,1.59,Z,1,0,0,2.6,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.6,-9.99,-9.99,-9.99,-9.99
2017,5,5,22,29,17,49.615,-114.571,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,6.18,0.9,Z,1,0,0,2.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,5,5,23,29,42,49.855,-114.62,2.8,-9.99,-9.99,-9.99,2.8,-9.99,-9.99,-9.99,-9.99,2.8,MW,0.01,1.28,Z,1,0,0,2.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,2.8,-9.99,-9.99,-9.99,-9.99
2017,5,6,19,40,2,50.122,-114.894,3,3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3,ML,0,-9.99,G,2,0,-0.06,2.9,2,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
2017,5,6,19,40,5,50.332,-114.606,3,-9.99,-9.99,-9.99,3,-9.99,-9.99,-9.99,-9.99,3,MW,16.65,2.51,Z,1,0,0,3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,3,-9.99,-9.99,-9.99,-9.99
